ID,±êÊ¶,M±êÊ¶,ÍØÕ¹Ãû,×é¼þ,Class,ÒµÓàÅÅÃû,ÖÐÎÄÃû,ÀàÐÍ,º¬ÖØ¸´ÀàÐÍ,ÐÎÌ¬,ÐÇ×ù(Zh),ÐÇ×ù(En),³à¾­(J2000),³à¾­D(J2000),³àÎ³(J2000),³àÎ³D(J2000),¿É¼û¹âÐÇµÈV,ÉãÓ°(À¶¹â)ÐÇµÈB,B-V,±íÃæÁÁ¶È(mag/arcmin2),³¤Öá(·Ö),¶ÌÖá(·Ö),·½Î»½Ç,ÏêÏ¸ÃèÊö,¼òÂÔÃèÊö
6080,NGC6080,NGC6080,,,,19,,Gxy,Gxy,Sab,¾ÞÉß×ù,SER,16h12m58.5s,16.21625,+2h10m40s,2.177777778,13.6,14.4,0.8,13.5,1.2,1,48,"pretty bright, pretty small, round, much brighter middle","pB, pS, R, mbM"
6081,NGC6081,NGC6081,,,,18,,Gxy,Gxy,S0,ÎäÏÉ×ù,HER,16h12m56.8s,16.21577778,+9h52m4s,9.867777778,13.5,14.5,1,13.5,1.8,0.6,131,"very faint, small, round, brighter middle","vF, S, R, bM"
6082,NGC6082,NGC6082,,,,16,,NF,NF,NF,ÌìÐ«×ù,SCO,16h15m36s,16.26,-34h14m36s,-34.24333333,99,99,99,99,,,,"extremely faint, small, extended, a little brighter middle","eF, S, E, lbM"
6083,NGC6083,NGC6083,,,,18,,Gxy,Gxy,Sb,ÎäÏÉ×ù,HER,16h13m12.6s,16.22016667,+14h11m10s,14.18611111,14.6,15.4,0.8,13.1,0.7,0.4,42,"extremely faint, very small, difficult","eF, vS, diffic"
6084,NGC6084,NGC6084,,,,19,,Gxy,Gxy,Sab,ÎäÏÉ×ù,HER,16h14m16.6s,16.23794444,+17h45m29s,17.75805556,13.9,14.9,1,13.1,1,0.5,30,"most extremely faint, pretty small, round, very difficult","eeF, pS, R, v diffic"
6085,NGC6085,NGC6085,,,,18,,Gxy,Gxy,Sa,±±Ãá×ù,CRB,16h12m35.1s,16.20975,+29h21m56s,29.36555556,13,13.9,0.9,13.5,1.5,1.2,165,"faint, small","F, S"
6086,NGC6086,NGC6086,,,,18,,Gxy,Gxy,E3,±±Ãá×ù,CRB,16h12m35.6s,16.20988889,+29h29m6s,29.485,12.8,13.8,1,13.5,1.7,1.2,12,"faint, very small, stellar nucleus","F, vS, stellar N"
6087,NGC6087,NGC6087,,,,2,¾Ø³ß×ùSÐÇÍÅ,OCL,OCL,I2p,¾Ø³ß×ù,NOR,16h18m51.8s,16.31438889,-57h53m59s,-57.89972222,5.4,99,99,99,15,,,"a cluster, bright, large, a little compressed, stars from 7th to 10th magnitude","Cl, B, L, lC, st 7¡­10"
6088,NGC6088,NGC6088,B,,III 812,15,,Gxy,Gxy,E-S0,ÌìÁú×ù,DRA,16h10m44.1s,16.17891667,+57h27m43s,57.46194444,15,15.8,0.8,13.4,0.7,0.3,96,"very faint, very small, a little extended","vF, vS, lE"
6089,NGC6089,NGC6089,,1,III 889,15,,Gxy,Gxy,S0-a,±±Ãá×ù,CRB,16h12m40.3s,16.21119444,+33h2m7s,33.03527778,13.8,14.7,0.9,13,0.9,0.6,42,"very faint, small, round, brighter middle","vF, S, R, bM"
6090,NGC6090,NGC6090,,,,19,,Gxy,Gxy,Sab,ÌìÁú×ù,DRA,16h11m40.7s,16.19463889,+52h27m28s,52.45777778,13.7,14.5,0.8,14.5,2.4,1,39,"very faint, small, round","vF, S, R"
6091,NGC6091,NGC6091,,,,19,,Gxy,Gxy,S,Ð¡ÐÜ×ù,UMI,16h7m52.9s,16.13136111,+69h54m19s,69.90527778,14.1,14.9,0.8,12.6,0.8,0.5,114,"very faint, very small, round, star to north","vF, vS, R, * n"
6092,NGC6092,NGC6092,,,,19,,Star(s),Star(s),*2,±±Ãá×ù,CRB,16h14m4.5s,16.23458333,+28h7m34s,28.12611111,99,99,99,99,,,,"very faint, stellar nucleus","vF, stellar N"
6093,NGC6093,M80,,,,1,,GCL,GCL,II,ÌìÐ«×ù,SCO,16h17m2.5s,16.28402778,-22h58m28s,-22.97444444,7.3,99,99,99,10,,,"very remarkable, a globular cluster, very bright, large, very much brighter middle (variable star), well resolved, clearly consisting of stars, stars of 14th magnitude","!! globular, vB, L, vmbM (var *), rrr, st 14"
6094,NGC6094,NGC6094,,,III 314,15,,Gxy,Gxy,S0,Ð¡ÐÜ×ù,UMI,16h6m33.8s,16.10938889,+72h29m42s,72.495,13.2,14.2,1,14.1,1.8,1.4,120,"very faint, very small, a little extended","vF, vS, lE"
6095,NGC6095,NGC6095,,,,19,,Gxy,Gxy,E-S0,ÌìÁú×ù,DRA,16h11m11s,16.18638889,+61h16m5s,61.26805556,12.6,13.6,1,13.7,1.8,1.6,132,"extremely faint, pretty small, round, in line with 2 stars","eF, pS, R, in line with 2 st"
6096,NGC6096,NGC6096,,,,18,,Gxy,Gxy,Sb,±±Ãá×ù,CRB,16h14m46.6s,16.24627778,+26h33m34s,26.55944444,14.3,15.1,0.8,13,0.9,0.4,135,"very faint, very small, round, brighter middle","vF, vS, R, bM"
6097,NGC6097,NGC6097,,,,19,,Gxy,Gxy,S0-a,±±Ãá×ù,CRB,16h14m26.2s,16.24061111,+35h6m33s,35.10916667,13.9,14.8,0.9,13.3,1.1,0.6,156,a nebulous star of 13th magnitude,Neb * 13 m
6098,NGC6098,NGC6098,,,,19,,Gxy,Gxy,E3,ÎäÏÉ×ù,HER,16h15m34s,16.25944444,+19h27m42s,19.46166667,13.4,14.4,1,13.3,1,0.7,141,"extremely faint, very small, round, 8th magnitude star 41 seconds of time to the east, northwestern of 2","eF, vS, R, * 8 f 41s, np of 2"
6099,NGC6099,NGC6099,,,,19,,Gxy,Gxy,E0,ÎäÏÉ×ù,HER,16h15m35.5s,16.25986111,+19h27m14s,19.45388889,14.2,15.2,1,14.8,1.3,1.3,,"extremely faint, very small, round, southeastern of 2","eF, vS, R, sf of 2"
6100,NGC6100,NGC6100,,,,19,,Gxy,Gxy,S0-a,¾ÞÉß×ù,SER,16h16m52.3s,16.28119444,+0h50m28s,0.841111111,13,13.9,0.9,13.7,1.8,1.1,120,"most extremely faint, very small, most extremely faint star close to west","eeF, vS, eeF * close p"
6101,NGC6101,NGC6101,,,,2,,GCL,GCL,X,ÌìÑà×ù,APS,16h25m48.6s,16.43016667,-72h12m4s,-72.20111111,9.2,99,99,99,5,,,"globular cluster, pretty faint, large, irregularly round, very gradually brighter middle, partially resolved (some stars seen), stars of 14th magnitude","globular, pF, L, iR, vgbM, rr, st 14"
6102,NGC6102,NGC6102,,,,18,,Gxy,Gxy,Sc,±±Ãá×ù,CRB,16h15m36.9s,16.26025,+28h9m32s,28.15888889,13.9,14.6,0.7,13.7,1.2,0.8,70,"very faint, small, round","vF, S, R"
6103,NGC6103,NGC6103,,,III 888,15,,Gxy,Gxy,Sbc,±±Ãá×ù,CRB,16h15m44.5s,16.26236111,+31h57m50s,31.96388889,13.9,14.7,0.8,12.6,0.7,0.5,80,"very faint, small, round, very gradually a little brighter middle","vF, S, R, vglbM"
6104,NGC6104,NGC6104,,,III 688,15,,Gxy,Gxy,SBa,±±Ãá×ù,CRB,16h16m30.6s,16.27516667,+35h42m27s,35.7075,13.3,14.2,0.9,12.5,0.8,0.7,45,"very faint, small, irregularly round","vF, S, iR"
6105,NGC6105,NGC6105,,,,19,,Gxy,Gxy,SBa,±±Ãá×ù,CRB,16h17m9.2s,16.28588889,+34h52m46s,34.87944444,14.4,15.3,0.9,12.9,0.6,0.4,138,"faint, small, round, gradually a very little brighter middle","F, S, R, gvlbM"
6106,NGC6106,NGC6106,,,II 151,6.5,,Gxy,Gxy,Sc,ÎäÏÉ×ù,HER,16h18m47s,16.31305556,+7h24m40s,7.411111111,12.2,12.8,0.6,13.4,2.4,1.3,140,"faint, pretty large, a little extended, very gradually brighter middle, mottled but not resolved","F, pL, lE, vgbM, r"
6107,NGC6107,NGC6107,,,,19,,Gxy,Gxy,E3,±±Ãá×ù,CRB,16h17m20.1s,16.28891667,+34h54m8s,34.90222222,13.8,14.9,1.1,13.1,1.5,1.1,40,"faint, very small","F, vS"
6108,NGC6108,NGC6108,,,,19,,Gxy,Gxy,SBab,±±Ãá×ù,CRB,16h17m25.5s,16.29041667,+35h8m9s,35.13583333,14.4,15.2,0.8,14.4,1.1,1,124,"extremely faint, very small, round, a little brighter middle","eF, vS, R, lbM"
6109,NGC6109,NGC6109,,,,19,,Gxy,Gxy,S0,±±Ãá×ù,CRB,16h17m40.5s,16.29458333,+35h0m15s,35.00416667,12.7,13.8,1.1,12.7,1,1,,"faint, small, round, gradually brighter middle","F, S, R, gbM"
6110,NGC6110,NGC6110,,,,19,,Gxy,Gxy,Sab,±±Ãá×ù,CRB,16h17m43.9s,16.29552778,+35h5m15s,35.0875,14.8,15.6,0.8,12.8,0.6,0.3,105,"extremely faint, very small, round, gradually brighter middle","eF, vS, R, gbM"
6111,NGC6111,NGC6111,,,,19,,Gxy,Gxy,E?,ÌìÁú×ù,DRA,16h14m22.7s,16.23963889,+63h15m41s,63.26138889,14,15,1,13,0.7,0.6,21,"very faint, pretty small, a little extended, double star near to south","vF, pS, lE, D * nr s"
6112,NGC6112,NGC6112,,,,19,,Gxy,Gxy,E2,±±Ãá×ù,CRB,16h18m0.5s,16.30013889,+35h6m39s,35.11083333,14,15,1,13.6,1,0.8,69,"very faint, very small, round, brighter middle","vF, vS, R, bM"
6113,NGC6113,NGC6113,,,,19,,Gxy,Gxy,S0,ÎäÏÉ×ù,HER,16h19m10.6s,16.31961111,+14h8m1s,14.13361111,14.1,15.1,1,12.9,0.9,0.4,147,"very faint, small, round","vF, S, R"
6114,NGC6114,NGC6114,,,,19,,Gxy,Gxy,Sbc,±±Ãá×ù,CRB,16h18m23.5s,16.30652778,+35h10m28s,35.17444444,14.3,15.1,0.8,13.8,1.2,0.6,100,"extremely faint, small, round, gradually a little brighter middle","eF, S, R, glbM"
6115,NGC6115,NGC6115,,,,16,,OCL,OCL,I2p,¾Ø³ß×ù,NOR,16h24m26.8s,16.40744444,-51h57m12s,-51.95333333,9.8,99,99,99,3.4,,,"cluster, extremely large, extremely rich","Cl, eL, eRi"
6116,NGC6116,NGC6116,,,,19,,Gxy,Gxy,Sb,±±Ãá×ù,CRB,16h18m54.5s,16.31513889,+35h9m14s,35.15388889,14.3,15.1,0.8,14.9,2.2,0.9,17,"very faint, very small, round, gradually brighter middle","vF, vS, R, gbM"
6117,NGC6117,NGC6117,,,,18,,Gxy,Gxy,Sc,±±Ãá×ù,CRB,16h19m18.2s,16.32172222,+37h5m43s,37.09527778,13.6,14.3,0.7,13.8,1.2,1.2,,"very faint, small, round","vF, S, R"
6118,NGC6118,NGC6118,,,II 402,6,,Gxy,Gxy,Sc,¾ÞÉß×ù,SER,16h21m48.7s,16.36352778,-2h17m1s,-2.283611111,11.7,12.4,0.7,13.9,4.7,1.9,58,"very faint, considerably large, considerably extended 45¡ã¡À, mottled but not resolved","vF, cL, cE 45¡ã ¡À, r"
6119,NGC6119,NGC6119,,,,16,,Gxy,Gxy,Sc,±±Ãá×ù,CRB,16h19m42s,16.32833333,+37h48m24s,37.80666667,15.3,16,0.7,14,0.7,0.5,87,"very faint, extremely small, round","vF, eS, R"
6120,NGC6120,NGC6120,,,III 623,15,,Gxy,Gxy,Sd/P,±±Ãá×ù,CRB,16h19m48.1s,16.33002778,+37h46m27s,37.77416667,13.9,14.5,0.6,13.4,1,0.7,18,"very faint, very small, round, double star to northeast","vF, vS, R, D * nf"
6121,NGC6121,M4,,,,1,Ð·×´ÐÇÍÅ,GCL,GCL,IX,ÌìÐ«×ù,SCO,16h23m35.5s,16.39319444,-26h31m29s,-26.52472222,5.4,99,99,99,36,,,"cluster, 8 or 10 bright stars in line, with 5 stars, well resolved, clearly consisting of stars","Cl, 8 or 10 B st in line, with 5 st, rrr"
6122,NGC6122,NGC6122,,,,19,,Gxy,Gxy,S0,±±Ãá×ù,CRB,16h20m9.4s,16.33594444,+37h47m55s,37.79861111,14.6,15.6,1,13.1,0.9,0.3,156,"very faint, round, no nucleus","vF, R, no N"
6123,NGC6123,NGC6123,,,,19,,Gxy,Gxy,S0-a,ÌìÁú×ù,DRA,16h17m19.6s,16.28877778,+61h56m21s,61.93916667,13.7,14.6,0.9,12,0.8,0.3,4,"pretty faint, very small, extended, star near","pF, vS, E, * nr"
6124,NGC6124,NGC6124,,,,2,,OCL,OCL,II3m,ÌìÐ«×ù,SCO,16h25m17.2s,16.42144444,-40h40m1s,-40.66694444,5.8,99,99,99,40,,,"a cluster, bright, large, pretty rich, a little compressed middle, stars from 9th to 11th magnitude","Cl, B, L, pRi, lCM, st 9¡­11"
6125,NGC6125,NGC6125,,,,19,,Gxy,Gxy,E0,ÌìÁú×ù,DRA,16h19m11.2s,16.31977778,+57h59m5s,57.98472222,12,13,1,12.7,1.4,1.4,,"pretty faint, pretty small, a little extended","pF, pS, lE"
6126,NGC6126,NGC6126,,,,19,,Gxy,Gxy,S0,±±Ãá×ù,CRB,16h21m27.8s,16.35772222,+36h22m38s,36.37722222,13.6,14.6,1,13.1,1,1,,"faint, very small, round, brighter middle and small nucleus","F, vS, R, bMSN"
6127,NGC6127,NGC6127,,,,19,,Gxy,Dup,E0,ÌìÁú×ù,DRA,16h19m11.2s,16.31977778,+57h59m5s,57.98472222,12,13,1,12.7,1.4,1.4,,"pretty faint, pretty small, a little extended","pF, vS, R"
6128,NGC6128,NGC6128,,,,19,,Gxy,Dup,E0,ÌìÁú×ù,DRA,16h19m11.2s,16.31977778,+57h59m5s,57.98472222,12,13,1,12.7,1.4,1.4,,"pretty faint, pretty small, a little extended","pF, pS, R, bM"
6129,NGC6129,NGC6129,,,III 891,15,,Gxy,Gxy,S0,±±Ãá×ù,CRB,16h21m43.2s,16.362,+37h59m47s,37.99638889,14,15,1,13.4,0.8,0.8,,"extremely faint, very small, round, a little brighter middle","eF, vS, R, lbM"
6130,NGC6130,NGC6130,,,II 810,15,,Gxy,Gxy,SBbc,ÌìÁú×ù,DRA,16h19m33.5s,16.32597222,+57h36m54s,57.615,13.5,14.3,0.8,12.9,1,0.7,25,"pretty faint, pretty large, round, bright star near to west","pF, pL, R, B * nr p"
6131,NGC6131,NGC6131,,,,19,,Gxy,Gxy,SBc,±±Ãá×ù,CRB,16h21m52.3s,16.36452778,+38h56m12s,38.93666667,13.3,13.8,0.5,13.2,1,1,,"very faint, pretty large, irregularly round, diffuse","vF, pL, iR, dif"
6132,NGC6132,NGC6132,,,,18,,Gxy,Gxy,Sab,ÎäÏÉ×ù,HER,16h23m38.7s,16.39408333,+11h47m12s,11.78666667,13.6,14.4,0.8,13.2,1.5,0.5,127,"extremely faint, very small, very little brighter middle","eF, vS, vlbM"
6133,NGC6133,NGC6133,,,,19,,Star(s),Star(s),*3,ÌìÁú×ù,DRA,16h20m17s,16.33805556,+56h39m12s,56.65333333,99,99,99,99,,,,"most extremely faint, small, considerably extended, very difficult","eeF, S, cE, v diffic"
6134,NGC6134,NGC6134,,,,3,Ð¡ÕíÐÇÍÅ,OCL,OCL,II3m,¾Ø³ß×ù,NOR,16h27m43.6s,16.46211111,-49h9m51s,-49.16416667,7.2,99,99,99,6,,,"a cluster, considerably large, pretty rich, a little compressed middle, stars from 13th to 15th magnitude","Cl, cL, pRi, lCM, st 13¡­15"
6135,NGC6135,NGC6135,,,,19,,Gxy,Gxy,S,ÌìÁú×ù,DRA,16h14m24.9s,16.24025,+64h59m0s,64.98333333,14.2,15,0.8,12.6,0.9,0.3,45,"very faint, very small, much extended, 2 stars near","vF, vS, mE, 2 st nr"
6136,NGC6136,NGC6136,,,,19,,Gxy,Gxy,Sc,ÌìÁú×ù,DRA,16h20m59.4s,16.34983333,+55h58m13s,55.97027778,14.8,15.5,0.7,13.2,0.9,0.3,95,"most extremely faint, small, round, very difficult","eeF, S, R, v diffic"
6137,NGC6137,NGC6137,,,III 624,15,,Gxy,Gxy,E4,±±Ãá×ù,CRB,16h23m3.1s,16.38419444,+37h55m21s,37.9225,12.4,13.4,1,13.3,1.9,1.2,175,"faint, small, irregularly round, brighter middle","F, S, iR, bM"
6138,NGC6138,NGC6138,,,,18,,Gxy,Gxy,E2,ÎäÏÉ×ù,HER,17h22m39.9s,17.37775,+41h6m8s,41.10222222,13.3,14.3,1,13.2,1.1,0.9,14,"very faint, very small, round, brighter middle","vF, vS, R, bM"
6139,NGC6139,NGC6139,,,,3,,GCL,GCL,II,ÌìÐ«×ù,SCO,16h27m40.4s,16.46122222,-38h50m54s,-38.84833333,9.1,99,99,99,8.2,,,"bright, pretty large, round, pretty suddenly brighter middle, partially resolved (some stars seen)","B, pL, R, psbM, rr"
6140,NGC6140,NGC6140,,,III 740,9,,Gxy,Gxy,SBc/P,ÌìÁú×ù,DRA,16h20m57s,16.34916667,+65h23m24s,65.39,11.3,11.8,0.5,14.8,6.3,4.6,95,"considerably faint, pretty large, irregularly round","cF, pL, iR"
6141,NGC6141,NGC6141,,,,19,,Gxy,Gxy,S?,ÎäÏÉ×ù,HER,16h23m6.3s,16.38508333,+40h51m30s,40.85833333,14.9,15.8,0.9,12.1,0.3,0.3,,"very faint, pretty small, no nucleus","vF, pS, no Nucl"
6142,NGC6142,NGC6142,,,III 892,15,,Gxy,Gxy,Sb,±±Ãá×ù,CRB,16h23m21s,16.38916667,+37h15m30s,37.25833333,13.8,14.6,0.8,13.7,2,0.5,165,"extremely faint, small, brighter middle","eF, S, bM"
6143,NGC6143,NGC6143,,,II 811,15,,Gxy,Gxy,SBbc,ÌìÁú×ù,DRA,16h21m42.3s,16.36175,+55h5m11s,55.08638889,13.1,13.9,0.8,12.8,1,0.9,177,"pretty bright, irregularly round, very gradually very little brighter middle","pB, iR, vgvlbM"
6144,NGC6144,NGC6144,,,VI 10,3,,GCL,GCL,XI,ÌìÐ«×ù,SCO,16h27m14.1s,16.45391667,-26h1m27s,-26.02416667,9,99,99,99,7.4,,,"cluster, considerably large, much compressed gradually brighter middle, well resolved, clearly consisting of stars","Cl, cL, mC, gbM, rrr"
6145,NGC6145,NGC6145,,,,16,,Gxy,Gxy,Sc,ÎäÏÉ×ù,HER,16h25m2.4s,16.41733333,+40h56m47s,40.94638889,14.2,14.9,0.7,12.8,0.8,0.4,5,"faint, round, brighter middle","F, R, bM"
6146,NGC6146,NGC6146,,,III 638,15,,Gxy,Gxy,E2,ÎäÏÉ×ù,HER,16h25m10.2s,16.4195,+40h53m33s,40.8925,12.5,13.5,1,12.8,1.3,1,75,"considerably faint, very small, round, brighter middle","cF, vS, R, bM"
6147,NGC6147,NGC6147,,,,18,,Gxy,Gxy,Sb,ÎäÏÉ×ù,HER,16h25m5.8s,16.41827778,+40h55m44s,40.92888889,15.1,15.9,0.8,13,0.4,0.3,30,"extremely faint, one of 3","eF, one of 3"
6148,NGC6148,NGC6148,,,,18,,Gxy,Gxy,S,ÎäÏÉ×ù,HER,16h27m4s,16.45111111,+24h5m34s,24.09277778,16.1,16.9,0.8,14.1,0.6,0.3,60,"very faint, small, with stars","vF, S, with st"
6149,NGC6149,NGC6149,,,,19,,Gxy,Gxy,S0,ÎäÏÉ×ù,HER,16h27m24.3s,16.45675,+19h35m51s,19.5975,13.5,14.5,1,13.2,1.1,0.8,22,"very faint, pretty small, round, pretty bright star near to south","vF, pS, R, pB * nr s"
6150,NGC6150,NGC6150,,,III 639,15,,Gxy,Gxy,E?,ÎäÏÉ×ù,HER,16h25m49.9s,16.43052778,+40h29m20s,40.48888889,14,15,1,13.6,1.3,0.5,61,"very faint, very small, round","vF, vS, R"
6151,NGC6151,NGC6151,,,,16,,Star(s),Star(s),*Grp,ÌìÑà×ù,APS,16h38m24.1s,16.64002778,-73h15m7s,-73.25194444,99,99,99,99,0.5,,,"very faint, very small, 9th magnitude star near","vF, vS * 9 nr"
6152,NGC6152,NGC6152,,,,8,,OCL,OCL,II2m,¾Ø³ß×ù,NOR,16h32m45s,16.54583333,-52h38m36s,-52.64333333,8.1,99,99,99,25,,,"a cluster, large, a little compressed, stars large","Cl, L, lC, st L"
6153,NGC6153,NGC6153,,,,10,,PN,PN,PN,ÌìÐ«×ù,SCO,16h31m30.6s,16.52516667,-40h15m11s,-40.25305556,10.9,11.5,99,99,0.4,,,"a planetary nebula, stellar","planetary, stellar"
6154,NGC6154,NGC6154,,,III 680,15,,Gxy,Gxy,SBa,ÎäÏÉ×ù,HER,16h25m30.6s,16.42516667,+49h50m25s,49.84027778,12.7,13.6,0.9,14.1,2.1,2,0,"very faint, small, round, a little brighter middle, extremely mottled but not resolved","vF, S, R, lbM, er"
6155,NGC6155,NGC6155,,,II 690,6.5,,Gxy,Gxy,Sc,ÎäÏÉ×ù,HER,16h26m8.3s,16.43563889,+48h22m3s,48.3675,12.3,13,0.7,12.3,1.3,0.9,145,"faint, pretty small, irregular figure, gradually brighter middle","F, pS, iF, gbM"
6156,NGC6156,NGC6156,,,,16,,Gxy,Gxy,SBc,ÄÏÈý½Ç×ù,TRA,16h34m52.6s,16.58127778,-60h37m9s,-60.61916667,11.5,12.2,0.7,12.2,1.6,1.4,0,"pretty faint, pretty large, very little extended, gradually brighter middle","pF, pL, vlE, gbM"
6157,NGC6157,NGC6157,,,,19,,Gxy,Gxy,E-S0,ÌìÁú×ù,DRA,16h25m48.3s,16.43008333,+55h21m40s,55.36111111,14.5,15.5,1,13.3,0.6,0.5,9,"most extremely faint, pretty small, round, very difficult","eeF, pS, R, v diffic"
6158,NGC6158,NGC6158,,,II 647,15,,Gxy,Gxy,E-S0,ÎäÏÉ×ù,HER,16h27m40.9s,16.46136111,+39h23m0s,39.38333333,13.7,14.7,1,13.1,0.9,0.6,81,"faint, small, irregular figure","F, S, iF"
6159,NGC6159,NGC6159,,,,19,,Gxy,Gxy,E-S0,ÎäÏÉ×ù,HER,16h27m25.1s,16.45697222,+42h40m49s,42.68027778,14.2,15.2,1,14.4,1.4,1,142,"very faint, small, irregularly round, a little brighter middle","vF, S, iR, lbM"
6160,NGC6160,NGC6160,,,II 652,15,,Gxy,Gxy,E2,ÎäÏÉ×ù,HER,16h27m41.1s,16.46141667,+40h55m39s,40.9275,13.2,14.2,1,14.3,1.8,1.5,65,"considerably faint, pretty large, round, gradually brighter middle, mottled but not resolved","cF, pL, R, gbM, r"
6161,NGC6161,NGC6161,,,,18,,Gxy,Gxy,Sc,ÎäÏÉ×ù,HER,16h28m20.6s,16.47238889,+32h48m37s,32.81027778,14.9,15.6,0.7,13.3,0.9,0.3,159,"very faint, small, a little brighter middle","vF, S, lbM"
6162,NGC6162,NGC6162,,,,18,,Gxy,Gxy,S0,ÎäÏÉ×ù,HER,16h28m22.3s,16.47286111,+32h50m59s,32.84972222,13.6,14.6,1,13,0.9,0.7,30,"faint, small, a little brighter middle","F, S, lbM"
6163,NGC6163,NGC6163,,,,18,,Gxy,Gxy,SB0,ÎäÏÉ×ù,HER,16h28m27.8s,16.47438889,+32h50m49s,32.84694444,14.4,15.4,1,13.2,0.6,0.3,54,"very faint, small, a little brighter middle","vF, S, lbM"
6164,NGC6164,NGC6164,,,,10,,Nb,Nb,EN,¾Ø³ß×ù,NOR,16h33m41s,16.56138889,-48h4m46s,-48.07944444,99,99,99,99,1,0.3,,"extremely faint (strongly suspected), double star near to east","eF (strongly susp), D * f nr"
6165,NGC6165,NGC6165,,,,13,,Nb,Nb,EN,¾Ø³ß×ù,NOR,16h34m2s,16.56722222,-48h9m4s,-48.15111111,99,99,99,99,2.5,0.5,,"faint, considerably small, a little extended, very gradually a little brighter middle, double star to west","F, cS, lE, vglbM, D * p"
6166,NGC6166,NGC6166,,,II 875,6.5,,Gxy,Gxy,E3,ÎäÏÉ×ù,HER,16h28m38.5s,16.47736111,+39h33m5s,39.55138889,11.8,12.8,1,12.9,1.9,1.4,35,"pretty faint, small, very little extended, very gradually much brighter middle","pF, S, vlE, vgmbM"
6167,NGC6167,NGC6167,,,,3,,OCL,OCL,II3m,¾Ø³ß×ù,NOR,16h34m34.9s,16.57636111,-49h46m19s,-49.77194444,6.7,99,99,99,7,,,"a cluster, large, a little compressed, irregular figure","Cl, L, lC, iF"
6168,NGC6168,NGC6168,,,,19,,Gxy,Gxy,Sd,ÎäÏÉ×ù,HER,16h31m21.3s,16.52258333,+20h11m6s,20.185,14.2,14.8,0.6,13.1,1.4,0.3,111,"most extremely faint, much extended, faint star at western end, very difficult","eeF, mE, F * at p end, v diffic"
6169,NGC6169,NGC6169,,,,14,¾Ø³ß×ù¦ÌÐÇÍÅ,OCL,OCL,OCL,¾Ø³ß×ù,NOR,16h34m5s,16.56805556,-44h2m43s,-44.04527778,6.6,99,99,99,12,,,"a cluster, ¦Ì Normae involved","Cl, ? Normae inv"
6170,NGC6170,NGC6170,,,,19,,Gxy,Gxy,E-S0,ÌìÁú×ù,DRA,16h27m36.4s,16.46011111,+59h33m47s,59.56305556,13.8,14.8,1,12.9,0.7,0.6,85,"most extremely faint, very small, round, very difficult","eeF, vS, R, v diffic"
6171,NGC6171,M107,,,VI 40,1,Ê®×Ö¼ÜÐÇÍÅ,GCL,GCL,X,Éß·ò×ù,OPH,16h32m31.9s,16.54219444,-13h3m11s,-13.05305556,7.8,99,99,99,13,,,"a globular cluster, large, very rich, very much compressed, round, well resolved, clearly consisting of stars","globular, L, vRi, vmC, R, rrr"
6172,NGC6172,NGC6172,,,,19,,Gxy,Gxy,E0,¾ÞÉß×ù,SER,16h22m10.2s,16.3695,-1h30m51s,-1.514166667,12.8,13.8,1,12.4,0.8,0.8,,"very faint, extremely small, round, brighter middle","vF, eS, R, bM"
6173,NGC6173,NGC6173,,,III 640,15,,Gxy,Gxy,E3,ÎäÏÉ×ù,HER,16h29m45s,16.49583333,+40h48m40s,40.81111111,12.1,13.1,1,13.2,1.9,1.4,140,"considerably faint, very small, round, brighter middle","cF, vS, R, bM"
6174,NGC6174,NGC6174,,,,18,,Gxy,Gxy,E-S0,ÎäÏÉ×ù,HER,16h29m23.8s,16.48994444,+40h52m30s,40.875,14,15,1,13,0.6,0.6,,very faint,vF
6175,NGC6175,NGC6175,,1,III 641,15,,Gxy,Gxy,S0,ÎäÏÉ×ù,HER,16h29m57.4s,16.49927778,+40h37m49s,40.63027778,13.7,14.7,1,13.6,1.3,0.8,92,"very faint, very small, round","vF, vS, R"
6176,NGC6176,NGC6176,,,,19,,Gxy,Dup,E-S0,ÌìÁú×ù,DRA,16h27m36.4s,16.46011111,+59h33m47s,59.56305556,13.8,14.8,1,12.9,0.7,0.6,85,"most extremely faint, very small, round, very difficult","eF, eS, v diffic"
6177,NGC6177,NGC6177,,,III 890,15,,Gxy,Gxy,SBb,ÎäÏÉ×ù,HER,16h30m38.8s,16.51077778,+35h3m20s,35.05555556,13.6,14.4,0.8,14.2,1.7,1.2,10,"very faint, pretty large, irregularly extended, partially resolved (some stars seen), star near","vF, pL, iE, rr, * nr"
6178,NGC6178,NGC6178,,,,13,,OCL,OCL,I3p,ÌìÐ«×ù,SCO,16h35m50.8s,16.59744444,-45h38m48s,-45.64666667,7.2,99,99,99,5,,,"a cluster, bright, small, stars pretty large","Cl, B, S, st pL"
6179,NGC6179,NGC6179,,,,18,,Gxy,Gxy,C,ÎäÏÉ×ù,HER,16h30m46.9s,16.51302778,+35h6m10s,35.10277778,15.3,16.3,1,13.2,0.4,0.4,,"very faint, small, brighter middle and nucleus, 4 arcmin northeast of h 1964","vF, S, bMN, 4' nf h 1964"
6180,NGC6180,NGC6180,,,,18,,Gxy,Gxy,E?,ÎäÏÉ×ù,HER,16h30m33.9s,16.50941667,+40h32m23s,40.53972222,14.1,15.1,1,13.5,0.9,0.6,9,"extremely faint, very small, round, much brighter middle","eF, vS, R, mbM"
